0	0
1	0
2	0
3	0
4	1
5	1
6	0
7	0
8	1
9	1
10	0
11	1
12	1
13	1
14	0
15	1
16	0
17	1
18	0
19	1
20	0
21	1
22	1
23	1
24	0
25	1
26	1
27	1
28	0
29	1
30	1
31	0
32	1
33	1
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	1
47	0
48	0
49	0
50	0
51	1
52	0
53	1
54	1
55	0
56	1
57	1
58	1
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	1
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	1
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	1
94	0
95	1
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	1
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	0
119	0
120	0
121	1
122	0
123	0
124	0
125	0
126	0
127	0
128	0
129	0
130	0
131	0
132	0
133	0
134	1
135	0
136	1
137	0
138	0
139	0
140	0
141	0
142	0
143	0
144	0
145	0
146	0
147	1
148	0
149	0
150	0
151	0
152	0
153	1
154	1
155	0
156	0
157	1
158	0
159	0
160	0
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	0
169	0
170	0
171	0
172	0
173	0
174	1
175	0
176	0
177	0
178	0
179	0
180	0
181	0
182	0
183	0
184	1
185	0
186	0
187	0
188	0
189	0
190	0
191	0
192	0
193	0
194	0
195	0
196	0
197	0
198	0
199	0
200	0
201	1
202	0
203	0
204	0
205	0
206	0
207	0
208	0
209	0
210	0
211	0
212	0
213	0
214	0
215	0
216	1
217	0
218	0
219	0
220	0
221	0
222	1
223	1
224	0
225	1
226	0
227	1
228	0
229	0
230	0
231	0
232	0
233	1
234	0
235	0
236	1
237	0
238	0
239	1
240	1
241	0
242	0
243	0
244	0
245	0
246	1
247	0
248	0
249	0
250	1
251	0
252	1
253	0
254	0
255	0
256	0
257	0
258	0
259	0
260	0
261	0
262	1
263	1
264	1
265	0
266	0
267	0
268	0
269	0
270	0
271	0
272	0
273	0
274	0
275	0
276	0
277	0
278	0
279	0
280	0
281	0
282	0
283	0
284	0
285	0
286	1
287	0
288	0
289	0
290	0
291	0
292	0
293	0
294	0
295	0
296	0
297	0
298	0
299	0
300	0
301	0
302	0
303	0
304	0
305	0
306	0
307	0
308	0
309	0
310	0
311	0
312	0
313	0
314	0
315	1
316	0
317	0
318	0
319	0
320	0
321	0
322	0
323	0
324	1
325	0
326	1
327	1
328	0
329	0
330	0
331	0
332	0
333	0
334	0
335	0
336	0
337	0
338	0
339	0
340	0
341	0
342	0
343	0
344	1
345	0
346	1
347	0
348	0
349	0
350	0
351	1
352	0
353	0
354	1
355	1
356	1
357	0
358	0
359	1
360	0
361	0
362	0
363	0
364	0
365	0
366	0
367	1
368	0
369	0
370	0
371	0
372	1
373	0
374	0
375	0
376	0
377	0
378	1
379	0
380	1
381	0
382	0
383	0
384	0
385	0
386	0
387	0
388	0
389	1
390	0
391	1
392	1
393	0
394	0
395	0
396	0
397	0
398	0
399	0
400	0
401	0
402	1
403	0
404	0
405	0
406	0
407	0
408	0
409	0
410	1
411	1
412	1
413	0
414	0
415	0
416	1
417	1
418	1
419	1
420	0
421	1
422	1
423	1
424	1
425	1
426	1
427	1
428	1
429	0
430	0
431	0
432	0
433	0
434	1
435	0
436	1
437	0
438	0
439	0
440	0
441	0
442	0
443	0
444	0
445	1
446	0
447	0
448	0
449	0
450	1
451	0
452	0
453	0
454	1
455	0
456	0
457	0
458	0
459	0
460	0
461	0
462	0
463	1
464	1
465	0
466	0
467	0
468	0
469	0
470	0
471	1
472	0
473	0
474	0
475	0
476	0
477	1
478	1
479	0
480	1
481	0
482	0
483	0
484	0
485	1
486	0
487	0
488	1
489	0
490	0
491	0
492	0
493	1
494	0
495	1
496	1
497	1
498	1
499	0
500	1
501	1
502	1
503	1
504	0
505	0
506	0
507	0
508	0
509	1
510	0
511	0
512	0
513	0
514	1
515	1
516	1
517	1
518	1
519	1
520	0
521	1
522	0
523	0
524	0
525	0
526	0
527	0
528	0
529	1
530	0
531	0
532	0
533	1
