0	0	1
12	0	0
24	0	0
33	0	0
46	0	0
0	1	0
12	1	1
24	1	0
33	1	0
46	1	1
0	2	1
12	2	0
24	2	0
33	2	0
46	2	0
0	3	1
12	3	0
24	3	0
33	3	0
46	3	0
0	4	1
12	4	1
24	4	1
33	4	1
46	4	1
0	5	1
12	5	1
24	5	1
33	5	1
46	5	1
0	6	0
12	6	1
24	6	0
33	6	0
46	6	0
0	7	0
12	7	0
24	7	0
33	7	0
46	7	0
0	8	1
12	8	1
24	8	1
33	8	1
46	8	1
0	9	1
12	9	1
24	9	1
33	9	1
46	9	1
0	10	1
12	10	1
24	10	1
33	10	0
46	10	1
0	11	1
12	11	1
24	11	1
33	11	1
46	11	1
0	12	1
12	12	1
24	12	1
33	12	1
46	12	1
0	13	1
12	13	1
24	13	1
33	13	1
46	13	1
0	14	1
12	14	1
24	14	1
33	14	0
46	14	1
0	15	1
12	15	1
24	15	1
33	15	1
46	15	1
0	16	0
12	16	0
24	16	0
33	16	0
46	16	0
0	17	1
12	17	1
24	17	1
33	17	1
46	17	1
0	18	1
12	18	1
24	18	1
33	18	0
46	18	1
0	19	1
12	19	1
24	19	1
33	19	1
46	19	1
0	20	1
12	20	1
24	20	1
33	20	0
46	20	1
0	21	1
12	21	1
24	21	1
33	21	1
46	21	1
0	22	1
12	22	1
24	22	1
33	22	1
46	22	1
0	23	1
12	23	1
24	23	1
33	23	1
46	23	1
0	24	1
12	24	1
24	24	1
33	24	0
46	24	1
0	25	1
12	25	1
24	25	1
33	25	1
46	25	1
0	26	1
12	26	1
24	26	1
33	26	1
46	26	1
0	27	1
12	27	1
24	27	1
33	27	1
46	27	1
0	28	1
12	28	1
24	28	1
33	28	0
46	28	1
0	29	1
12	29	1
24	29	1
33	29	1
46	29	1
0	30	1
12	30	1
24	30	1
33	30	1
46	30	1
0	31	1
12	31	1
24	31	1
33	31	0
46	31	1
0	32	1
12	32	1
24	32	1
33	32	1
46	32	1
0	33	1
12	33	1
24	33	1
33	33	1
46	33	1
0	34	0
12	34	1
13	34	0
33	34	0
38	34	0
0	35	0
12	35	0
13	35	0
33	35	0
38	35	0
0	36	0
12	36	0
13	36	0
38	36	0
0	37	0
12	37	1
13	37	0
33	37	0
38	37	0
0	38	0
12	38	1
13	38	1
33	38	0
38	38	0
0	39	0
12	39	0
13	39	1
33	39	0
38	39	0
0	40	0
12	40	1
13	40	0
33	40	0
38	40	0
0	41	1
12	41	1
13	41	1
33	41	0
38	41	0
0	42	0
12	42	0
13	42	0
33	42	0
38	42	0
0	43	0
12	43	1
13	43	1
33	43	0
38	43	0
0	44	0
12	44	0
13	44	0
33	44	0
38	44	0
0	45	0
12	45	0
13	45	0
33	45	0
38	45	0
0	46	1
12	46	1
13	46	1
33	46	1
38	46	1
0	47	0
1	47	0
2	47	0
4	47	0
33	47	0
35	47	0
0	48	0
1	48	0
2	48	0
4	48	0
33	48	0
35	48	0
0	49	0
1	49	0
2	49	0
4	49	1
33	49	0
35	49	0
0	50	0
1	50	0
2	50	0
4	50	1
33	50	0
35	50	0
0	51	1
1	51	1
2	51	0
4	51	1
33	51	1
35	51	1
0	52	0
1	52	0
2	52	0
4	52	0
33	52	0
35	52	0
0	53	1
1	53	1
2	53	1
4	53	1
33	53	1
35	53	0
0	54	1
4	54	1
12	54	0
24	54	0
42	54	0
44	54	0
0	55	0
4	55	1
12	55	0
24	55	0
42	55	0
44	55	0
0	56	1
4	56	1
12	56	1
24	56	1
42	56	1
44	56	1
0	57	1
4	57	1
12	57	1
24	57	1
42	57	1
44	57	1
0	58	1
4	58	1
12	58	1
24	58	1
42	58	1
44	58	1
0	59	0
4	59	0
12	59	0
24	59	0
42	59	0
44	59	0
0	60	0
4	60	0
12	60	0
24	60	0
42	60	0
44	60	0
0	61	0
4	61	1
12	61	0
24	61	0
42	61	0
44	61	0
0	62	0
4	62	1
12	62	0
24	62	0
42	62	0
44	62	0
0	63	0
4	63	0
12	63	0
24	63	0
42	63	0
44	63	0
0	64	0
4	64	0
12	64	0
24	64	0
42	64	0
44	64	0
0	65	0
4	65	0
12	65	0
24	65	0
42	65	0
44	65	0
0	66	0
4	66	1
12	66	0
24	66	0
42	66	0
44	66	0
0	67	0
4	67	1
12	67	0
24	67	0
42	67	0
44	67	0
0	68	0
4	68	1
12	68	0
24	68	0
42	68	0
44	68	0
0	69	1
4	69	1
12	69	1
24	69	1
42	69	0
44	69	1
0	70	1
4	70	1
12	70	1
24	70	1
42	70	1
44	70	1
0	71	0
4	71	1
12	71	0
24	71	0
42	71	0
44	71	0
0	72	1
4	72	1
12	72	1
24	72	1
42	72	0
44	72	0
0	73	1
4	73	1
12	73	1
24	73	1
42	73	0
44	73	1
0	74	1
4	74	1
12	74	1
24	74	1
42	74	0
44	74	1
0	75	1
4	75	0
12	75	1
24	75	1
42	75	0
44	75	1
0	76	1
4	76	1
12	76	1
24	76	1
42	76	0
44	76	1
0	77	1
4	77	1
12	77	1
24	77	1
42	77	1
44	77	1
0	78	1
4	78	0
12	78	1
24	78	1
42	78	0
44	78	1
0	79	1
4	79	1
12	79	1
24	79	1
42	79	0
44	79	1
0	80	1
4	80	1
12	80	1
24	80	1
42	80	0
44	80	0
0	81	1
4	81	0
12	81	1
24	81	1
42	81	1
44	81	0
0	82	1
4	82	1
12	82	1
24	82	1
42	82	1
44	82	1
0	83	1
4	83	0
12	83	1
24	83	1
42	83	0
44	83	1
0	84	1
4	84	1
12	84	1
24	84	1
42	84	0
44	84	0
0	85	1
4	85	0
12	85	1
24	85	1
42	85	0
44	85	0
0	86	1
4	86	1
12	86	1
24	86	1
42	86	0
44	86	1
0	87	0
4	87	0
12	87	0
24	87	0
42	87	0
44	87	0
0	88	0
4	88	1
12	88	0
24	88	0
42	88	0
44	88	0
0	89	0
4	89	0
12	89	0
24	89	0
42	89	0
44	89	0
0	90	0
4	90	0
12	90	0
24	90	0
42	90	0
44	90	0
0	91	1
4	91	1
12	91	1
24	91	1
42	91	0
44	91	1
0	92	0
4	92	0
12	92	0
24	92	0
42	92	0
44	92	0
0	93	1
4	93	1
12	93	1
24	93	1
42	93	1
44	93	1
4	94	0
0	95	1
4	95	1
12	95	1
24	95	1
42	95	1
44	95	1
0	96	0
4	96	0
12	96	0
24	96	0
42	96	0
44	96	0
0	97	1
4	97	1
12	97	1
24	97	1
42	97	0
44	97	0
0	98	1
4	98	1
12	98	1
24	98	1
42	98	0
44	98	1
0	99	1
4	99	1
12	99	1
24	99	1
42	99	0
44	99	1
0	100	1
4	100	0
12	100	1
24	100	1
42	100	0
44	100	1
0	101	1
4	101	1
12	101	1
24	101	1
42	101	1
44	101	1
0	102	1
4	102	1
12	102	1
24	102	1
42	102	0
44	102	1
0	103	1
4	103	1
12	103	1
24	103	1
42	103	0
44	103	1
0	104	1
4	104	1
12	104	1
24	104	1
42	104	0
44	104	0
0	105	0
4	105	0
12	105	0
24	105	0
42	105	0
44	105	0
0	106	1
4	106	1
12	106	1
24	106	1
42	106	1
44	106	0
0	107	1
4	107	1
12	107	1
24	107	1
42	107	1
44	107	1
0	108	1
4	108	1
12	108	1
24	108	1
42	108	0
44	108	1
0	109	1
4	109	1
